Name,观影人数,Priority,种类,Seriousness,状态,Brief Desc,Out,完成日期,评级,短评
【连载中】电锯人part 2,和他人,❗️❗️,漫画,Fun,In-Progress,https://www.colamanga.com/manga-nh31287/,Yes,,,S2-70
【连载中】Dan Da Dan超自然武装噹哒噹,和他人,❗️❗️,漫画,Fun,In-Progress,https://www.kanbook.net/comic/31161,Yes,,,
【连载中】Blue Giant Momentum,自己,❗️❗️❗️,漫画,Fun,In-Progress,"https://bigcomics.jp/series/d65521c8caf23
https://m.manhuagui.com/comic/49200/",Yes,,,5p
Lazarus,和他人,❗️❗️❗️,动画,Serious,Unstarted,2024年,No,,,
吊带袜天使NEW,和他人,❗️❗️❗️,动画,Fun,Unstarted,,No,,,
爱死机s4,和他人,❗️❗️❗️,电视剧,Mild,Unstarted,,No,,,
攻壳机动队-科学猴-og,,❗️❗️❗️,动画,Mild,Unstarted,2026,No,,,
Arcane Season2,,❗️❗️❗️,动画,Mild,Unstarted,2024年11月,No,,,
A Real Pain,,❗️❗️❗️,电影,Fun,Unstarted,"October 18, 2024 Jesse Eisenberg, Kieran Culkin",No,,,
Severance Season 2,,❗️❗️❗️,电视剧,Mild,Unstarted,Early 2025,No,,,
Dan Da Dan超自然武装噹哒噹,,❗️❗️,动画,Fun,Unstarted,2024年10月,No,,,
四叠半神话大系,,❗️❗️❗️,动画,Mild,Unstarted,,Yes,,,
https://zh.wikipedia.org/wiki/%E5%88%A5%E5%B0%8D%E6%98%A0%E5%83%8F%E7%A0%94%E5%87%BA%E6%89%8B%EF%BC%81,,❗️❗️❗️,电影,Fun,Unstarted,,Yes,,,
混凝土革命 超人幻想,,❗️❗️,动画,Fun,Unstarted,,Yes,,,
NHK15个动画短片,,❗️❗️,动画,Fun,Unstarted,,Yes,,,
THE BEAST,,❗️❗️,电影,Serious,Unstarted,,Yes,,,
INSIDE,,❗️❗️,电影,Serious,Unstarted,,Yes,,,
DECISION TO LEAVE,,❗️❗️,电影,Serious,Unstarted,,Yes,,,
The Nest,,❗️❗️,电影,Serious,Unstarted,,Yes,,,
https://zh.wikipedia.org/zh-hans/%E5%8D%97%E5%B1%B1%E7%9A%84%E9%83%A8%E9%95%B7%E5%80%91,,❗️❗️,电影,Serious,Unstarted,,Yes,,,
意外的幸运签,,❗️❗️,电影,Mild,Unstarted,,Yes,,,
Billionaire Boys Club,,❗️❗️,电影,Fun,Unstarted,,Yes,,,
听到涛声,,❗️❗️,电影,Fun,Unstarted,,Yes,,,
回转企鹅罐 剧场版,,❗️❗️,电影,Fun,Unstarted,,Yes,,,
高达seed freedom,,❗️❗️,电影,Fun,Unstarted,2024年1月26日,Yes,,,
地球防卫少年,,❗️❗️,漫画,Mild,Unstarted,,Yes,,,
月光旅程,,❗️❗️,漫画,Mild,Unstarted,,Yes,,,
灵异E接触,,❗️❗️,漫画,Mild,Unstarted,https://www.manhuagui.com/comic/6637/,Yes,,,
探戈,,❗️,动画,Mild,Unstarted,,Yes,,,
FLAG,,❗️,动画,Mild,Unstarted,,Yes,,,
危险调查员,,❗️,动画,Mild,Unstarted,浦泽直树,Yes,,,
THE BIG-O,,❗️,动画,Mild,Unstarted,,Yes,,,
黑之契约者,,❗️,动画,Mild,Unstarted,感觉是慢热型超能剧,Yes,,,
黑客帝国动画版,,❗️,动画,Mild,Unstarted,,Yes,,,
蓝雨伞,,❗️,动画,Fun,Unstarted,,Yes,,,
永久家族,,❗️,动画,Fun,Unstarted,,Yes,,,
超自然9人组,,❗️,动画,Fun,Unstarted,,Yes,,,
https://zh.wikipedia.org/zh-hans/FREEDOM-PROJECT,,❗️,动画,Fun,Unstarted,大友克洋,Yes,,,
人生Best Ten,,❗️,动画,Fun,Unstarted,,Yes,,,
欢迎加入NHK,,❗️,动画,Fun,Unstarted,比较疯的剧,Yes,,,
Turn A Gundam 机动战士高达∀,,❗️,动画,Fun,Unstarted,,Yes,,,https://www.bilibili.com/video/BV12s411o7Lr/
浪客剑心,,❗️,动画,Fun,Unstarted,,Yes,,,
人间失格 剧场版,,❗️,电影,Serious,Unstarted,,Yes,,,
原始星球,,❗️,电影,Serious,Unstarted,,Yes,,,
平衡,,❗️,电影,Serious,Unstarted,,Yes,,,
故事中的故事,,❗️,电影,Serious,Unstarted,讲述了战争、孤独的小狼和冬天吃着苹果的婴儿的故事,Yes,,,
玛丽和马克思,,❗️,电影,Serious,Unstarted,,Yes,,,
没有宇宙我们无法生存,,❗️,电影,Mild,Unstarted,,Yes,,,
国王与小鸟,,❗️,电影,Mild,Unstarted,根据安徒生的童话《牧羊女与扫烟囱的人》改编,Yes,,,
疯狂约会美丽都,,❗️,电影,Mild,Unstarted,,Yes,,,
天才嘉年华2 Genius Party Beyond,,❗️,电影,Fun,Unstarted,明星制作人短片,Yes,,,https://www.bilibili.com/video/BV11W411T739/
最终幻想15 王者之剑,,❗️,电影,Fun,Unstarted,,Yes,,,
花与爱丽丝杀人事件,,❗️,电影,Fun,Unstarted,,Yes,,,
大坏狐狸的故事,,❗️,电影,Fun,Unstarted,,Yes,,,
鹬,,❗️,电影,Fun,Unstarted,,Yes,,,
凯尔经的秘密,,❗️,电影,Fun,Unstarted,,Yes,,,
蝙蝠侠 黑暗骑士归来（动画电影）,,❗️,电影,Fun,Unstarted,,Yes,,,
Elf,,❗️,电影,Fun,Unstarted,Will Ferrell 圣诞喜剧,Yes,,,
生存游戏,自己,❗️,漫画,Fun,Completed,,Yes,"July 5, 2024",3 及格,大逃杀类经典鼻祖，刺激程度不错。但角色有塑造但没成长，结尾部分太多tell没有show，并且最终感觉烂尾了
THE KILLER,和他人,❗️❗️❗️,电影,Serious,Completed,,Yes,"July 3, 2024",3.5 挺新的,从“杀手日常”的角度切入有全新体验。视听不错。节奏好。故事线比较平常，最后the client和epilogue缺反转或者升华。应该有办法更好的表达“日常性”
BLAME!端末遗构都市,自己,❗️❗️,动画,Mild,Completed,,Yes,"July 3, 2024",3.5 挺新的,画面加分。目的就是让人更想了解blame世界观，本身电影没啥
The Usual Suspects,和他人,❗️❗️❗️,电影,Mild,Completed,,Yes,"July 1, 2024",3.5 挺新的,反转还是可以的，剩下的老电影了一般
The Guilty,和他人,❗️❗️❗️,电影,Serious,Completed,911电话,Yes,"June 30, 2024",3 及格,烂番茄评价中肯：keep you engaged but nothing more
机动警察 和平保卫战,自己,❗️❗️❗️,动画电影,Mild,Completed,https://www.google.com.hk/search?newwindow=1&sca_esv=582ec9845e97149d&q=%E6%8A%BC%E4%BA%95%E5%AE%88&si=AKbGX_oBDfquzodaRrfbb9img4kPQ4fCBZjeqAiaW1svvC8uXpmZ8s8wJjrhpTIFOCyoyaqsz2jlYZ2eMY-nnwU6P7jrkHQ2yeccPM17Tu0lJ9EkfSulU5AifcDS_plqU6g42S3f4vLxK7Xo2e1ofjmEY2q2P8Z2IRWvUS2Xfk7mgxRolbcQgynwPSymsliUkKCXlcRku_wS&sa=X&ved=2ahUKEwiMwrD4zcaFAxVR6ckDHRSaBaAQmxMoAHoECBwQAg,Yes,"June 28, 2024",4 佳作,更纪实的机甲，机械感细节作画一流，台词和立意有深度，剧情比较温润中规中矩
海马,自己,❗️❗️❗️,动画,Mild,Completed,,Yes,"June 27, 2024",5 值得再看一遍,美式可爱童话画风（大加分，很喜欢像阿童木那圆滚滚的人设），但所表达的主旨确很深刻。画面张力太强，创造力十足。即使之前看多很多以记忆为主题的作品，但该作的【表现形式】仍然很特殊。故事前面单元剧，后面主线，都值得再次仔细推敲深意，能够将情感传达到我。
k-pax,和他人,❗️❗️,电影,Serious,Completed,,Yes,"June 24, 2024",3 及格,有些巧思的无聊电影
兽爪,自己,❗️❗️❗️,动画,Fun,Completed,https://www.iyf.tv/search/%E6%B1%A4%E6%B5%85%E6%94%BF%E6%98%8E?type=director,Yes,"June 24, 2024",5 值得再看一遍,非常成熟的作品，兽爪即人的野性立意明确，有情爱描绘但不色加分，水墨简单线条画面和爵士音乐带来的情绪渲染很足。小缺点：剧情节奏前慢后快有些反差。初评4.5还没有完全“爽到”，最后能给5考虑到很久没有看到过比较独特的动漫了。
Horrible Bosses,自己,❗️❗️❗️,电影,Fun,Completed,,Yes,"June 24, 2024",2 难以下咽,笑点很低的美国低成本喜剧，冲着cast来的
人狼,自己,❗️❗️❗️,动画电影,Serious,Completed,押井守,Yes,"June 22, 2024",4 佳作,有意思的小红帽寓言的现代理解，作画非常好，虽说有些压抑但是完全能看得进去。可以参考这篇的评论，注意是评论。https://www.gcores.com/articles/135398
21 决胜21点,自己,❗️❗️,电影,Fun,Completed,,Yes,"June 21, 2024",3 及格,不是那么爽的爽片，浮夸设定
不吉波普不笑,自己,❗️❗️❗️,动画,Serious,Completed,MADHOUSE,Yes,"June 20, 2024",4.5 差一点神作,一种认真的中二。“世界系”。哲学系台词超高浓度，叙事非主流复杂，需要相当认真去理解人物、台词的背后逻辑。不吉波普很酷。稍微有点血腥恐怖但是完全能接受，感觉唯一唯一缺少的是“爽点”，整篇有种looming的压抑感。观后攻略可完全参考：https://www.gcores.com/articles/105687
坂本龙一：终章,和他人,❗️❗️,纪录,Serious,Completed,,Yes,"June 16, 2024",3.5 挺新的,给我看睡着了，有点丧
天使之卵,自己,❗️❗️❗️,动画,Serious,Completed,押井守 x 天野喜孝,Yes,"June 14, 2024",2 难以下咽,根据让我看下去的原理评价，即使是天才之间的合作也难以给出高分。节奏异常缓慢，云里雾里，也许算有风格，
太空丹迪Space Dandy,自己,❗️❗️❗️,动画,Fun,Completed, https://www.google.com.hk/search?newwindow=1&sca_esv=582ec9845e97149d&q=%E6%B8%A1%E8%BE%B9%E4%BF%A1%E4%B8%80%E9%83%8E&si=AKbGX_oBDfquzodaRrfbb9img4kPQ4fCBZjeqAiaW1svvC8uXvgZ6gJvRHFoeZvVI5_TjUnzNA_sdYRy4zxauJiWQDf4O_coUdcniIiPjHxlcY85bDhwUbsJeeOQRSg90THkr7-JKi5LJe3VXnzvLcm-W5jVRCdbosUMUAgYLQW91xp0ZENzGBQGflyJImPXE995xbVy4-2xdk0pA5Gn4PNtVkQPu0R-oDRNXF8iJn7_RWdDz4kzS1AV1gV9tOXyEt0Hhrc3C6HTURme-MFSs5UPfSYap35-CA%3D%3D&sa=X&ved=2ahUKEwjB15nqzsaFAxUv78kDHXgOBRgQmxMoAHoECBgQAg、 https://www.google.com.hk/search?newwindow=1&sca_esv=582ec9845e97149d&q=%E6%B1%A4%E6%B5%85%E6%94%BF%E6%98%8E&si=AKbGX_oBDfquzodaRrfbb9img4kPQ4fCBZjeqAiaW1svvC8uXj02I46EyAS9UyNRbhDYqsBiuOuX7JUfd1Dspz1NeAwGarAxwQvMNTlF0maJ7kNtfkTg2JkCGbWabIlsmD3WLqKl5e9fEWg-siRDOxZ-aqa3O8Uf40-vA_TmdO6y0DJIvXkx2ClO3MTafSnNoaJLYFnhws7GGDLekyZNwzKhvOXIBZsE4CglPNVpcu1D70DG0oPspfsmw-Vs8BZgblxfK4Xc_LtnPsoBf3UuZxvlGPlxYrd-qg%3D%3D&sa=X&ved=2ahUKEwjB15nqzsaFAxUv78kDHXgOBRgQmxMoAXoECBgQAw、 https://www.google.com.hk/search?newwindow=1&sca_esv=582ec9845e97149d&q=%E4%B8%8A%E9%87%8E%E8%B2%B4%E7%BE%8E%E5%AD%90&si=AKbGX_rNw0aV2xaMSajixiwS9lmNu5OlNFGzE_NenPRGAlzGMycKBK4KjkJeLUkDkCdzrrGBYNWJKbYXQbc7ltGvm5wwqloq_d54SdVc_e4kIXfPmPVYqGgpKP001oesl7tCOGUbemwKQhFvZKbplFT9bOtxB72T_U0rgNHR2P9XXrGkBdHFHgeX9Noqc54bAsy7apoQMA6NFf1oSVX52H83OtW_xC3c-lTSFPoqI3NENRslr9ZCZp892rVgzJoeh2FEr9t1SelUrU4_yV7IV6DD4_n56Z17Yw%3D%3D&sa=X&ved=2ahUKEwjB15nqzsaFAxUv78kDHXgOBRgQmxMoAnoECBgQBA、 https://www.google.com.hk/search?newwindow=1&sca_esv=582ec9845e97149d&q=%E4%BF%A1%E6%9C%AC%E6%95%AC%E5%AD%90&si=AKbGX_oBDfquzodaRrfbb9img4kPQ4fCBZjeqAiaW1svvC8uXvi-v1qgfCc6nbI1Zjza5S3LdzGTwyT6s2Yuj2bh7VEe8JkcazJevAQp22OPN-zg_tMq7YwM8p9BEsGAiCFJwR8hflWvu77JbMzuWcyF0YiNW3Lhnz2v1fsUsSIgmhtWIflXuuRV8wKaX0AHFy4OLPZfdf77pd2SPXDL9LhoHWPmB75iGM4gNPawZOJeMWRg6aKYSh6Px-NluVGmY1OdNQraY0vkTmp4NETTBLtYLxnVh4hOEg%3D%3D&sa=X&ved=2ahUKEwjB15nqzsaFAxUv78kDHXgOBRgQmxMoA3oECBgQBQ、 https://www.google.com.hk/search?newwindow=1&sca_esv=582ec9845e97149d&q=%E4%BD%90%E8%97%A4%E5%A4%A7&si=AKbGX_qWtsfHufXsq_1jeDkJp50FstNngDxsch3EVTUjn7imcElxBS4Vqbf7ffBu6dDcXV9U-6gkcUfh0oUoEAqGEFxOEjQIsTC9GRY_n30JoLiEYgcEu3hZqiYUnur3qX_BWtEsEmQ-lq0-eOuhi_CGvHlC0UkdZb5DeMOJV2LJloStfIkzy0UqayBA4VBZBxcprDfU6RXKpqZKG5MMsggmm7c1Ss8UOejbUk1L_1nZBm2As28xKn6dzEFqWqVzB_n1YZUaJJXz&sa=X&ved=2ahUKEwjB15nqzsaFAxUv78kDHXgOBRgQmxMoBHoECBgQBg、 https://www.google.com.hk/search?newwindow=1&sca_esv=582ec9845e97149d&q=%E5%A4%A7%E6%B2%B3%E5%85%A7%E4%B8%80%E6%A8%93&si=AKbGX_qWtsfHufXsq_1jeDkJp50FstNngDxsch3EVTUjn7imcLSzy2WeZa9iZZY1Vl1w9ktq_JCXvG0yoSBlpq1_PkrYYeUCCmoze2xIzIz6yMrWDxEvpJ1_8W-E8nB_8XmBkL6lNED1ynvcMC8pwKjt-W1qArhsoDY5CQcE_WBYo_GAkcGUuqgqbqi2FubfLkwu4YA6sPL2TLfw2qfeh7LzjXS_pueL58vI8lr4Yt04n5th31hzU3vS8hNUpYhtiDh5JpaO9Lqu-XdOFpMDPFHQ9bvfGRBaHQ%3D%3D&sa=X&ved=2ahUKEwjB15nqzsaFAxUv78kDHXgOBRgQmxMoBXoECBgQBw、 https://www.google.com.hk/search?newwindow=1&sca_esv=582ec9845e97149d&q=%E5%9C%86%E5%9F%8E%E5%A1%94&si=AKbGX_qWtsfHufXsq_1jeDkJp50FstNngDxsch3EVTUjn7imcN3-vEjRNB3nE49GRCcI09aZNbaqAeKxkKVGJqKen5qhsNrWhaGrEoadjzydbqNk2D_A5zoeA4zv0-29qbyEc4JsiHAnU4chHa7hZVFHYuHVcui-k9UYrz0kFrSrQWTyufQG4z5TEIWfs4MkvU8ZiJPEO9M8Sfxfu9ObDTFXpgZFoVwXVC6y9PlkZGaD-od25TCwYcjAI4fxNVXL5rvjfIxKwhuE&sa=X&ved=2ahUKEwjB15nqzsaFAxUv78kDHXgOBRgQmxMoBnoECBgQCA、 https://www.google.com.hk/search?newwindow=1&sca_esv=582ec9845e97149d&q=%E6%A3%AE%E8%BF%85%E5%8F%B2&si=AKbGX_pnFHLW0z18RpwJWHoyBN34Ku9ame71Q74PJLu_7lM88oZsyZfT1obgfTMIKpeRHj21c31cz-gJqhqbY4tKDeUVyXDZYCTmYgp8n9qurVG8onkzYHOu_qc128RWwkMNcwUnvVslrlXetoAZeCMV5WQ40E79GPxV8X7qCDP3m9v83SXs3Z38--KuY7ugy8O3B7inYmJ7SdJoJiksBX650QRq6yqJDQPmGuDCJkYPoTMWJLJ7u2sXk9uY8aFHceE_cTPBdw4zUQ9FZYzCknGpEtG23Hna0A%3D%3D&sa=X&ved=2ahUKEwjB15nqzsaFAxUv78kDHXgOBRgQmxMoB3oECBgQCQ,Yes,"June 12, 2024",4 佳作,light hearted单元剧，一种纯粹的创意的解放，不过确实少了个主线
Macross Plus,自己,❗️❗️,动画,Mild,Completed,,Yes,"June 12, 2024",4 佳作,经典作品，歌曲、人设等要素合成的很融洽，机械战斗画面和人物美学表现力是有的，但是不太符合我的口味，相对于高达来说更成人
国家宝藏,和他人,❗️,电影,Fun,Completed,,Yes,"May 25, 2024",3.5 挺新的,经典寻宝篇
银翼杀手：2022大断电,自己,❗️❗️❗️,动画电影,Fun,Completed,https://www.google.com.hk/search?newwindow=1&sca_esv=582ec9845e97149d&q=%E6%B8%A1%E8%BE%B9%E4%BF%A1%E4%B8%80%E9%83%8E&si=AKbGX_oBDfquzodaRrfbb9img4kPQ4fCBZjeqAiaW1svvC8uXvgZ6gJvRHFoeZvVI5_TjUkkxzaunSRXyIHMzQS6opYSZWXrpMySxWkMkxCc0p9TTmOHiO_ssKPDSuqmJ_V-dSUWWQ1j89w1u-L4qkWueiREdu-9vZzTr1LbHuaYAeJPJJuWzPLBD0VYkktM_ZtKbz11JO4hQNC4cUK4Vnmaz62oXCGnkw%3D%3D&sa=X&ved=2ahUKEwie1ej_zcaFAxV96ckDHRv7AR4QmxMoAHoECBkQAg,Yes,"May 25, 2024",3.5 挺新的,没有天堂和地狱，所以我们才在这里奋斗
Martian Express火星特快,和他人,❗️❗️,动画电影,Fun,Completed,,Yes,"May 14, 2024",3.5 挺新的,没有超越之前所看的科幻类作品的设定，法国电影，具体画面实现还行
Severance人生切割术 Season 1,和他人,❗️❗️❗️,电视剧,Mild,Completed,,Yes,"May 13, 2024",5 值得再看一遍,手术设定、悬疑剧情、干净画风都很好！期待第二季。细节https://movie.douban.com/review/14319036/
哥斯拉-1.0,和他人,❗️,电影,Mild,Completed,,Yes,"May 2, 2024",3 及格,一般！
老人Z,自己,❗️❗️❗️,动画电影,Mild,Completed,大友克洋,Yes,"April 30, 2024",3.5 挺新的,很强的阿基拉既视感，所探讨的老人+机器融合问题也很深刻，整体还是喜剧多一点。
跳,自己,❗️,动画,Mild,Completed,,Yes,"April 28, 2024",3 及格,手冢治虫早期短片作品，看个新鲜
言叶之庭第5刷,自己,❗️❗️❗️,动画,Mild,Completed,,Yes,"April 22, 2024",5 值得再看一遍,花了1周跟着分镜画集过了一遍，初步了解了动画制作的一些小细节。最后竟然看哭了（有泪水的那种），实在是感人至深的作品
天才嘉年华 Genius Party,和他人,❗️❗️❗️,动画电影,Fun,Completed,明星制作人短片,Yes,"April 20, 2024",3.5 挺新的,上海大龙、汤浅政明、渡边的都不错。整体偏艺术https://www.bilibili.com/video/BV11W411T739/
苍之茧,自己,❗️❗️❗️,动画,Serious,Completed,吉浦康裕,Yes,"April 16, 2024",2 难以下咽,太晕了，设定还算不错，但是如果看完一个片需要去看评论才能理解的话我觉得还是太生涩了
乐高蝙蝠侠大电影,自己,❗️❗️❗️,动画电影,Fun,Completed,,Yes,"April 14, 2024",3 及格,没毛病的爆米花电影，很轻松
Basic Instinct,和他人,❗️❗️,电影,Mild,Completed,,Yes,"April 13, 2024",4 佳作,影史经典换腿画面。扑朔迷离的情色片，好多种解读仿佛没有统一答案。
东京罪恶第二季,自己,❗️❗️❗️,电视剧,Mild,Completed,,Yes,"April 6, 2024",4 佳作,不温不火的结尾，还是挺drama的
你想活出怎样的人生,自己,❗️❗️❗️,动画电影,Mild,Completed,,Yes,"April 3, 2024",4 佳作,云里雾里，超出期待
三体Netflix,和他人,❗️❗️❗️,电视剧,Mild,Completed,2024-3-21,Yes,"March 24, 2024",3 及格,"Very mediocre, came for the visuals and settings"
功夫熊猫4,和他人,❗️❗️,电影,Fun,Completed,相当无聊,Yes,"March 22, 2024",3 及格,
功夫熊猫2,和他人,❗️❗️,电影,Fun,Completed,,Yes,"March 18, 2024",3.5 挺新的,一般，反派令人印象深刻
功夫熊猫,和他人,❗️❗️,动画电影,Fun,Completed,,Yes,"March 16, 2024",5 值得再看一遍,经典，nb
Dune Part 2,自己,❗️❗️❗️,电影,Serious,Completed,2024 年 3 月 1 日,Yes,"March 16, 2024",3.5 挺新的,参考收藏的机核评论
Hideo Kojima: Connecting Worlds,和他人,❗️❗️❗️,纪录,Mild,Completed,,Yes,"February 26, 2024",3.5 挺新的,小岛nb
碟中谍7 part 1,自己,❗️❗️❗️,电影,Fun,Completed,,Yes,"February 26, 2024",3 及格,一般的动作片
爱在黎明破晓前,和他人,❗️❗️❗️,电影,Mild,Completed,,Yes,"February 25, 2024",3 及格,感觉跟女朋友看应该还不错，挺浪漫
宇宙探索编辑部,和他人,❗️❗️❗️,电影,Fun,Completed,,Yes,"February 25, 2024",4 佳作,喜欢伪纪录片的拍摄手法，音乐不错，反转不错但最后升华不好
流浪地球2,自己,❗️❗️❗️,电影,Mild,Completed,,Yes,"February 24, 2024",4 佳作,科幻设定满分，具有启发性。但情节结构怪异，让人脱离电影本身构建的世界。
Killer of the flower moon,和他人,❗️❗️❗️,电影,Serious,Completed,2024 年 10 月 20 日,Yes,"February 20, 2024",3 及格,没有吸引人的要素，节奏很慢，看后没有感触
无栖之肤,和他人,❗️❗️❗️,电影,Mild,Completed,,Yes,"February 18, 2024",3.5 挺新的,可以接受的变性复仇题材，主角很不错
Survivors Reign,自己,❗️❗️❗️,动画,Mild,Completed,,Yes,"January 31, 2024",4 佳作,富有想象力的外太空世界
乒乓,自己,❗️❗️,动画,Fun,Completed,,Yes,"January 25, 2024",4 佳作,分镜神级
La La Land,自己,❗️❗️,电影,Mild,Completed,,Yes,"January 22, 2024",5 值得再看一遍,应该是3刷了，这一遍的体会确实不一样。感觉这次更focus在冲突的地方（drama），想要理清一个逻辑，发现还是可以做到的。音乐顶级。要说唯一的违和感，是说感觉整个世界确实不是很真实，有个滤镜的虚构感，a little bit TOO theatrical（both加减分项）
John Mulaney: Baby J,自己,❗️❗️,纪录,Fun,Completed,,Yes,"January 21, 2024",3.5 挺新的,还是很有个人风格的，一个recovery故事讲的很好笑，不错。
Succession S6,自己,❗️❗️❗️,电视剧,Mild,Completed,,Yes,"January 20, 2024",5 值得再看一遍,真的有意思，喜欢纪录片视角的真实感，结局反莎士比亚式悲剧真的不错，很多old money细节值得探索。一次全新的体验。可以再通过logan视角看一次。
Beef,自己,❗️❗️,电视剧,Mild,Completed,,Yes,"January 13, 2024",3.5 挺新的,前两集还是很新颖、吸引人你的。但后面的writing感觉有点拉跨，最后一集算是给拉回来升华了。故事所探讨的主题也有意思：asian culture、阶级差异。
宝可梦礼宾部,自己,❗️❗️❗️,动画,Fun,Completed,2023年12月28 netflix,Yes,"January 1, 2024",4 佳作,治愈！！！！
Dave Chapelle: The Dreamer,自己,❗️❗️❗️,纪录,Fun,Completed,,Yes,"January 1, 2024",3.5 挺新的,不错，感觉是之前成熟节奏之后的回春，回到最初的那个dave。
Ricky Gervais: Armageddon,自己,❗️❗️❗️,纪录,Fun,Completed,,Yes,"December 30, 2023",4 佳作,british comedy。一开始觉得很慢热，但后半场开始渐入佳境。很多之前没体验到过的笑点，探讨的问题也深入，comedy艺术形式也很丰富。
Trevor Noah: Where I was,自己,❗️❗️,纪录,Mild,Completed,,Yes,"December 30, 2023",3.5 挺新的,还可以，利益一般，表演比较niche
Leaving the world behind,自己,❗️,电影,Mild,Completed,,Yes,"December 30, 2023",3 及格,"conspiracy theory doing work! "
人间失格,自己,❗️❗️❗️,书,Serious,Completed,,Yes,"December 17, 2023",3.5 挺新的,没有我想象中的压抑，不完全太宰治的文学。书里最后译者的文章总结的很好。
Lex Fridman Ep. 405 w/ Jeff Bezos,自己,❗️❗️❗️,播客,Serious,Completed,https://www.youtube.com/watch?v=DcWqzZ3I2cY&t=5714s&ab_channel=LexFridman,Yes,"December 16, 2023",4 佳作,Jeff Bezos还是挺诚恳的，思考的层面很大，能够激发想象。
The Devil Wears Prada,自己,❗️❗️,电影,Fun,Completed,,Yes,"December 15, 2023",5 值得再看一遍,"感觉确实是经典。节奏挺轻松的。merryl streep, anne hathaway, emily blunt都是顶级。”chose to get ahead”。”everyone wants to be us”。太真实了。结局有点率真，但也是挺清风的。"
如何听爵士,自己,❗️❗️,书,Serious,Completed,,Yes,"December 15, 2023",5 值得再看一遍,打开爵士欣赏的工具箱，书中多个例子值得去学习
Joker,和他人,❗️,电影,Mild,Completed,,Yes,"December 11, 2023",3 及格,出了飙演技外没啥看点感觉…节奏也不是很喜欢
花束般的恋爱,自己,❗️,电影,Mild,Completed,,Yes,"December 10, 2023",2 难以下咽,感觉这个关系的balance的点乏味。
名侦探柯南 黑铁的鱼影,和他人,❗️❗️,动画,Fun,Completed,11月29日BD,Yes,"December 5, 2023",3.5 挺新的,粉丝福利向，纯主线看的还ok
冥王PLUTO,和他人,❗️❗️❗️,动画,Fun,Completed,2023 年 10 月 26 日,Yes,"December 4, 2023",4 佳作,故事内容很新颖且真实，一个机器人和人共存的社会的问题。production顶级，有一些艺术场景还是画的很好的。但节奏较慢，原漫画画风一般。
拿破仑,和他人,❗️,电影,Mild,Completed,,Yes,"December 2, 2023",1 直接退出,真的好无聊
午夜巴塞罗那,自己,❗️❗️,电影,Mild,Completed,,Yes,"November 25, 2023",3 及格,感觉不是很有意思…
BLUE GIANT 蓝巨星,自己,❗️❗️❗️,电影,Fun,Completed,https://xiaobaotv.net/index.php/vod/play/id/47455/sid/1/nid/1.html,Yes,"November 24, 2023",,
Introduction to LLMs,自己,❗️❗️,实用,Serious,Completed,https://www.youtube.com/watch?v=zjkBMFhNj_g&ab_channel=AndrejKarpathy,Yes,"November 23, 2023",4 佳作,
Matt Rife: Natural Selection,自己,❗️❗️,纪录,Fun,Completed,,Yes,"November 17, 2023",3.5 挺新的,能理解为什么他是女性向comedian，演出比较多。前半段笑点拉的挺满，后面有点哑火。及格的netflix special。
Lex Fridman Ep. 400 w/ Elon Musk Round 4,自己,❗️❗️❗️,播客,Serious,Completed,https://www.youtube.com/watch?v=JN3KPFbWCy8&t=6606s&ab_channel=LexFridman,Yes,"November 14, 2023",3.5 挺新的,还是挺轻松的
Loki Season 2,自己,❗️❗️,电视剧,Fun,Completed,,Yes,"November 14, 2023",3.5 挺新的,大爱征服者康的演员Jonathan Majors。特效没得说，喜欢TVA的80年代室内装修风格。剧情能让人在高潮爽到，但是前面铺垫有点过于平淡（我知道不能一直high，但是真的是太细碎过家家了，一些打斗、追逐、无意义的角色motivation）。这种漫威剧情爽片，纯娱乐，给不了高分，但是心意比神盾局那种又高了一个层次，所以3.5。
FRANK MILLER'S SIN CITY,自己,❗️❗️❗️,漫画,Mild,Completed,,Yes,"November 7, 2023",4 佳作,超有风格的crime noir短片，整体vibe有感觉，比较浪漫诗意
ZETMAN,自己,❗️❗️,漫画,Mild,Completed,,Yes,"November 7, 2023",4 佳作,作画顶级。一个有意思的英雄故事，还算是个漫威那一套有区别。有点像蝙蝠侠。感觉人物立体感有点弱吧，成长倒是有。所探讨的内容也没有特别的深。
"crazy, stupid, love",自己,❗️❗️❗️,电影,Fun,Completed,,Yes,"November 3, 2023",3 及格,一个群英荟萃的平淡romcom，感觉是配乐问题？emma stone青涩出演。唯一可圈可点的是高潮的那段戏剧表演，效果拉满。
Gantz杀戮都市,自己,❗️❗️❗️,漫画,Mild,Completed,,Yes,"November 2, 2023",4 佳作,科幻设定不错。高开低走。纯是作者爽文的感觉，血腥+恶心+裸体。娱乐效果不错，不值得细品。知乎评价都很中肯https://www.zhihu.com/question/21337055
恶之华,自己,❗️❗️❗️,漫画,Serious,Completed,,Yes,"October 29, 2023",4 佳作,guilty pleasure，一个平常漫画师不会探索的领域。HE得结尾很自然，不突兀。
